rev_id	comment	is_toxic	split
wikipedia_random31876309_Because of You (film)_31	One day she meets up with her sister-in-law, Steve's twin, who comes to her aid.	False	train
wikipedia_random76273_Lake Constance_365	The Lake Constance trout (Salmo trutta) was almost extinct in the 1980s due to pollution, but thanks to protective measures they have made a significant return.	False	train
wikipedia_random4575068_Negro Casas_104	Shoot.	False	train
wikipedia_random9920353_Rock 'n' Roll Children_4	It is about boy and a girl, meant for each other and at the same time hostile opposites, ending up alone in the dark.	False	train
wikipedia_random4123934_Val Plumwood_8	"Her posthumously published The Eye of the Crocodile (2012) emerged from her survival of a crocodile attack in 1985, first described in her essay ""Being Prey"" (1996)."	False	dev
wikipedia_random37526292_Versuri și Proză_0	Versuri și Proză was a Romanian literary and art magazine edited by Alfred Hefter-Hidalgo and I. M. Rașcu, published in Iași from 1912 to 1916.	False	dev
wikipedia_random15785279_TG Guingona_1	His grandfather, Teofisto Guingona, Sr., was one of the first Philippine senators from Guimaras, Iloilo.	False	train
wikipedia_random17025826_Andrew Bonaparte-Wyse_9	"Described by the historian Joseph Lee as a ""hardline Unionist"", Bonaparte-Wyse remarked on the change of attitude in Dublin following the Easter Rising of 1916: ""there is a very menacing tone among the lower classes who openly praise the Sinn Féiners for their courage and bravery""."	False	test
wikipedia_random30632_Tacitus on Christ_34	Robert Van Voorst states that many sources indicate that the term Chrestians was also used among the early followers of Jesus by the second century.	False	test
wikipedia_random4886725_Baital Pachisi_52	Anonymous Sanskrit summary of Kṣemendra.	False	train
wikipedia_random125484_Marlboro Township, New Jersey_377	There are multiple public transportation options available, including bus, rail, air and ferry service.	False	dev
wikipedia_random54783173_Carl Gibeily_25	The CTT, should not to be confused with the chronon theory, positing a non-continuous progression of time, or the 'chronon', the necessary time taken for one photon of light to traverse the classical radius of the electron.The CTT evaluates the passage of time as the flow of quantum-time particles through the fabric of matter, thereby 'displacing' the matter in time.	False	train
wikipedia_random8886230_2004–05 Hong Kong League Cup_3	Best Defensive Player:  Cristiano Cordeiro of Sun Hei.	False	dev
wikipedia_random34020420_Euploea alcathoe_10	Full-grown larvae reach a length of 50 millimetres (2.0 in).	False	train
wikipedia_random16077785_Irish Institute of Medical Herbalists_3	Members of the institute have the letters MIIMH after their names.	False	train
wikipedia_random521933_Radon measure_69	(If m is σ-finite this does not imply that M is σ-finite, so being moderated is stronger than being σ-finite.).	False	train
wikipedia_random8991960_William Wheeldon_10	Unusually for the time, he was opposed to building tower blocks to ease the housing crisis, insisting that workers wanted to live on ground level with a bit of garden.	False	train
wikipedia_random4351696_Ontario Hockey League history_269	David E. Branch was appointed the third commissioner of the Ontario Major Junior Hockey League by the Board of Governors on August 11, 1979.	False	train
wikipedia_random7454818_North Middleton, Midlothian_1	Outlying hamlets include Borthwick and Middleton.	False	test
wikipedia_random51511967_Riton Liebman_1	Liebman made his first impression with audiences at age 13, when French director Bertrand Blier discovered him and cast him as Christian in the 1978 film Get Out Your Handkerchiefs, where he is credited simply as Riton.	False	test
wikipedia_random20587324_Universal Century technology_57	When the Minovsky particle is spread in large numbers in the open air or in open space, the particles disrupt low-frequency electromagnetic radiation, such as microwaves and radio waves.	False	train
wikipedia_random18136917_Biddu, Jerusalem_24	The attack came from Beit Surik which had been captured earlier that night.	False	train
wikipedia_random617766_Symphony No. 14 (Shostakovich)_32	"""Der Tod des Dichters"" (Rainer Maria Rilke)."	False	test
wikipedia_random52006326_Estratos de San Pedro_0	Estratos de San Pedro is the name given to the sedimentary strata of Paleogene age that crop out along San Pedro River, southern Chile.	False	dev
wikipedia_random24769072_Cycling in Los Angeles_20	Bicycles are allowed on the Metrolink commuter rail system, which connects the core of the city to the suburbs.	False	dev
wikipedia_random54452554_Thomas Felton (died 1381)_18	The larger council being held it was decided that Felton be sent to Spain with a fleet of twelve ships to bring Don Pedro.	False	test
wikipedia_random4547004_Beckley Foundation_23	Signatories of the letter now include the current Presidents of Colombia (Juan Manuel Santos) and Guatemala (Otto Pérez Molina), and former Presidents of the United States (Jimmy Carter), Mexico, Colombia and Switzerland, as well as Nobel Prize winners and numerous other world figures.	False	train
wikipedia_random23833335_Tatabad_10	Tatabad 5th cross road.	False	test
wikipedia_random28133861_Croweology_16	"""She Talks to Angels"" – 6:16."	False	train
wikipedia_random105032_Shandong_133	The export processing zone is located in the eastern suburbs of Jinan, to the east of the Jinan High-tech Industrial Development Zone and to the north of the Jiwang highway.	False	train
wikipedia_random39478717_Nikita Zadorov_18	Zadorov played out the remainder of the season with the Knights, assuming a top-pairing role in surpassing his rookie season totals in points (30) in half the amount of games (36), earning a selection to the OHL Second All-Star Team.	False	train
wikipedia_random3210816_HAT medium_12	Thus, a cell lacking TK is resistant to bromodeoxyuridine (BrdU) and a cell lacking HGPRT is resistant to 6-thioguanine (6-TG) and 8-azaguanine.	False	test
wikipedia_random63415_Sinclair C5_12	Within three months of the launch, production had been slashed by 90%.	False	train
wikipedia_random8703455_Runamo_23	Finnur's report prompted the famous Swedish scientist Jöns Jacob Berzelius to undertake his own study in 1836, and he concluded that the inscription was nothing but natural cracks in the rock.	False	train
wikipedia_random48650819_Brazilian packaging market_21	Raw materials that are used in order to fabricate packaging vary a lot.	False	dev
wikipedia_random16845262_John Bulwer_75	"Literary public): ""Of the making of many books there is no end, and the reading of them is a weariness to the flesh"" (Eccles xii.12): From now on I shall apply myself entirly to providing for my own health and the health of others."	False	train
wikipedia_random41897927_The Intercept_64	Editors alerted any downstream users of the affected stories, and promised to take similar action if further fabrication came to light.	False	test
wikipedia_random23143451_St. Mary's Church and Rectory (Iowa City, Iowa)_129	A convent was also built to house the sisters.	False	dev
wikipedia_random30814247_Willis–Punch ministry_14	Sir Charles Cutler KBE ED MLA in December 1975.	False	test
wikipedia_random25051657_True Panther Sounds_30	Hunx and His Punx.	False	train
wikipedia_random639401_CONFIG.SYS_165	Specifies display font.	False	dev
wikipedia_random7701005_Apamea (genus)_108	Apamea niveivenosa (Grote, 1879) – Snowy-veined Apamea.	False	train
wikipedia_random44262793_John W. Harbaugh_15	"John Wiley & Sons, 284 p.
John W. Harbaugh (1975).Northern California Field Guide."	False	dev
wikipedia_random46810184_Ni (cuneiform)_4	"In some Amarna letters the sub-use of ni is lí, for spelling ""bēlu"", be-lí often  ."	False	dev
wikipedia_random47224217_Western Kangaroo Island Commonwealth Marine Reserve_0	Western Kangaroo Island Commonwealth Marine Reserve is a marine protected area located south of South Australia in waters within the Australian Exclusive economic zone to the south-west of Kangaroo Island and ranging in depth from 15 metres (49 feet) to 165 metres (541 feet).	False	test
wikipedia_random26948039_Myurella_4	Myurella columellaris (Hinds, 1844).	False	dev
wikipedia_random3524655_Scoop (2006 film)_18	"Throughout their investigation, Sid and Sondra have a relationship that is in turns friendly, paternal, and antagonistic—fueled largely by Sondra's annoyance that her smooth ""Jade Spence"" charade is being compromised by Sid's obnoxious attempts to act the part of a nouveau riche oil baron."	False	dev
wikipedia_random120517_Madison, Minnesota_41	In 2004, the American independent film Sweet Land was filmed partially in Madison.	False	dev
wikipedia_random21408212_2003 World Championships in Athletics – Men's 10,000 metres_10	Kenenisa took the prize at the next Olympics over Sihine with Gebrselassie out of the money and accomplished the Woolworth double (5 and 10) in 2008.	False	train
wikipedia_random55196518_Portrait of Madame Duvaucey_7	It is framed by the inwards swoops of the cured rose and gold Louis XVI chair, and embroidered pale yellow and red silk shawl.	False	test
wikipedia_random85530_Di nixi_20	Robert E.A.	False	train
wikipedia_random1469321_Great Eastern Highway_163	At the eastern end of Great Eastern Highway Bypass, traffic returns to the main highway by heading north on Roe Highway for three kilometres (1.9 mi).	False	train
wikipedia_random14347395_Willi Eichhorn_2	This was also his only time competing in the Olympics.	False	train
wikipedia_random43685556_Carrefour Meridien, Torbeck, Haiti_1	It is located 1 kilometer southwest of the town of Torbeck on Route Nationale #2.	False	test
wikipedia_random19217918_Multiple hamartoma syndrome_0	Multiple hamartoma syndrome is a condition characterized by more than one hamartoma.	False	test
wikipedia_random3036724_EZ Communications_8	"""Mood music"", ""easy listening"", ""elevator music"" and (inaccurately) ""Muzak"" are other common terms for the format and the style of music that it featured."	False	test
wikipedia_random46220057_Forbidden Voices (song)_1	It was released as a free download on 6 February 2015 and on 2 March 2015 on iTunes.	False	test
wikipedia_random10631423_Snuff Puppets_24	Snuff Clubb.	False	train
wikipedia_random4782656_IIHF World Championship Division III_10	From 2002 until 2011 the two national teams that place the highest are promoted to Division II.	False	train
wikipedia_random42650826_Robert Kay (librarian)_8	On 1 June 1859 he has appointed secretary to the Board of Governors of the South Australian Institute (which then consisted of (later Sir) Samuel Davenport, the Rev.	False	train
wikipedia_random442153_USSR State Prize_96	Leonid Kantorovich: mathematics.	False	dev
wikipedia_random6124410_First Internet Bancorp_9	(Interest Checking only)	False	train
wikipedia_random17454545_Robbie Mears_32	He also played for the club in 2007 and 2008.	False	train
wikipedia_random26503679_Of Gods and the Undead_7	Jorge Chaia - Colonel Santana.	False	test
wikipedia_random1122563_1972 United States Grand Prix_9	Rain and cold winds harried the drivers in qualifying, and Friday's times determined the grid.	False	train
wikipedia_random23849198_Outline of James Bond_39	James Bond: The Authorized Biography of 007.	False	train
wikipedia_random11017102_Aleksey Suvorin_5	With limited prospects of pursuing a military career, he spent eight years in his native haunts, teaching history and geography, first in Bobrov and then in Voronezh.	False	test
wikipedia_random53729813_Terry Scott (priest)_3	After that he held incumbencies at Connor and Magherafelt.	False	test
wikipedia_random807173_Jane (magazine)_18	Publisher, Carlos Lamadrid, had driven up advertising pages 20% over the previous year.	False	train
wikipedia_random5225722_Kambalda type komatiitic nickel ore deposits_48	Pyroxene tends to retrogress to actinolite-cummingtonite or chlorite.	False	train
wikipedia_random16761519_Suha pri Predosljah_1	The name of the settlement was changed from Suha to Suha pri Predosljah in 1953.	False	dev
wikipedia_random17515435_Robert Kaye Greville_7	Greville was awarded a doctorate by the University of Glasgow in 1824.	False	test
wikipedia_random4604363_Antelope Mine_0	Antelope Mine is a village in the Kezi district of the province of Matabeleland South, Zimbabwe.	False	train
wikipedia_random11159548_Albert Gallatin Area School District_100	In 2015, Albert Gallatin Area School District's graduation rate was 86%.	False	dev
wikipedia_random18430864_Rouleur (magazine)_5	The magazine is edited by Ian Cleverly and is designed by Rob Johnston.	False	test
wikipedia_random21718324_Miriam Gössner_82	One year later during the 2010–11 season, Gössner set the fastest skiing time in 8 of her 25 races, out-skiing most of the field's top contenders on a regular basis.	False	train
wikipedia_random949970_Bayawan_113	The improvement of road infrastructure of the city especially the provincial road that connects the City Proper, Kalumboyan and Manduao to the City of Kabankalan in Negros Occidental is deemed to open up a new dimension in the economic and social activity of the city.	False	train
wikipedia_random26199130_The Unit (season 2)_3	Scott Foley as Staff Sergeant Bob Brown, aka Cool Breeze.	False	train
wikipedia_random4693256_Ryan Perrilloux_21	"A reporter asked him, ""What about Jamarcus Russell?"""	False	train
wikipedia_random24500990_Cardno_7	Today, around 6,500 Cardno staff work in over 250 offices on projects in 100 countries throughout the world.	False	train
wikipedia_random51820626_Saint Anne (wall painting)_0	Saint Anne – Nubian wall painting estimated to have been painted between the 8th and 9th centuries, painted al secco with tempera on plaster.	False	train
wikipedia_random14799275_NFE2L1_32	Specifically, amino acid residues 7 to 24 are known to be a hydrophobic domain that serves as a transmembrane region.	False	train
wikipedia_random21365_Demographics of Nicaragua_0	According to the CIA World Factbook, Nicaragua has a population of 5,675,356.	False	train
wikipedia_random36781827_Materials Chemistry and Physics_0	Materials Chemistry and Physics (including Materials Science Communications) is a peer-reviewed scientific journal published 18 times per year by Elsevier.	False	test
wikipedia_random53304897_Society for Old Testament Study_54	1999   Professor Robert P. Carroll.	False	train
wikipedia_random1117448_Barton, Australian Capital Territory_28	On Blackall Street is St Mark's National Theological Centre, a partner in Charles Sturt University School of Theology.The Australian Centre for Christianity and Culture is located next to St Mark's.	False	train
wikipedia_random546954_Order of the Star of India_29	The Rt Hon Viscount Gough, Commander-in-Chief of the Indian Army.	False	train
wikipedia_random23440695_ISO 31000_48	Removing the risk source.	False	train
wikipedia_random8632_Druze_336	After each drinker, the metal straw is cleaned with a lemon rind.	False	train
wikipedia_random26454179_The Boulevard of Broken Dreams (comics)_2	"The story ""The Boulevard of Broken Dreams"" originally appeared in Raw Vol."	False	dev
wikipedia_random3515200_Port Charles (fictional city)_720	Dr. Tom Baldwin, (cardiologist, former).	False	train
wikipedia_random4811501_World number 1 male tennis player rankings_33	1, at least for that period.	False	test
wikipedia_random14231193_2008 Major League Soccer season_23	The season ran from March 29 to November 23.	False	dev
wikipedia_random26455548_Chilean clover_1	Medicago sativa.	False	train
wikipedia_random42307153_Phalonidia memoranda_0	Phalonidia memoranda is a species of moth of the Tortricidae family.	False	dev
wikipedia_random33278804_Ilī-padâ_3	His family traced their descent from Eriba-Adad I.	False	train
wikipedia_random1179014_Leighton W. Smith Jr._38	Legion of Merit (3 Awards).	False	train
wikipedia_random43986168_Katherine Sui Fun Cheung_19	Her performances were thrilling to the Chinese American community and they took up a collection to get her a plane to use.	False	test
wikipedia_random8568842_Philip Tomppert_0	Philip Tomppert (June 21, 1808 – October 29, 1873) was the fifteenth and seventeenth Mayor of Louisville, Kentucky in 1865 and 1867 to 1868.	False	dev
wikipedia_random115859_Livermore, Maine_16	In 1795 as Livermore familiarized, a county line was established based on the Androscoggin River.	False	test
wikipedia_random27892007_Daniel Gibson Knowlton_19	In the early 1970s, Knowlton acquired Markey & Asplund Bookbinders from the Asplund family in Providence, Rhode Island.	False	train
wikipedia_random50353330_Wellenreiter_0	Wellenreiter is the largest yacht ever to be launched by Jongert.	False	test
wikipedia_random26936268_Fabric 52_22	Nakion - Heartbit - Tigersushi.	False	train
wikipedia_random18851958_Richard Gunnell_4	He acted with the Admiral's Men, then called the Palsgrave's Men, from 1613 to 1622.	False	train
wikipedia_random14850733_Kajal Aggarwal_22	The film got delayed and released in late 2008.	False	train
wikipedia_random20616977_Yellow prawn-goby_1	This species is commensal with alpheid shrimps.	False	test
wikipedia_random481600_Tualatin River_17	Soon, O'Neill Creek enters from the left, and shortly thereafter, the river passes under Southwest Spring Hill Road, then receives Dilley Creek from the left at about RM 57.5 (RK 92.5).	False	train
wikipedia_random26670920_Rádio Universitária 1570 kHz_2	The radio station started broadcasting at the very first day of its foundation, back in February, 1961.	False	test
wikipedia_random31331992_Decreasing graduation completion rates in the United States_84	to target Louisiana residents who have completed some college without earning a degree.	False	dev
wikipedia_random28681730_The Creeper (album)_3	"""Samba Yanta"" (Chick Corea) - 9:35."	False	train
wikipedia_random10672900_Tir na n-Og Award_115	Welsh, Fiction: Ydy Fe!, John Owen.	False	train
wikipedia_random30274921_Marriott, Saskatchewan_0	Marriott is a hamlet in Marriott Rural Municipality 317, Saskatchewan, Canada.	False	train
wikipedia_random21854798_History of the Houston Rockets_49	Nissalke knew the Rockets had firepower but needed a rebounding center and a play-making guard, and he pressed the Rockets management to acquire college standout John Lucas – drafted first overall in the 1976 NBA draft, a pick Houston acquired by sending Gus Bailey, Joe Meriweather and the ninth pick to the Atlanta Hawks – and his former player at the ABA's Utah Stars Moses Malone – while Malone started the 1976–77 season with the Buffalo Braves, Houston acquired him by sending Buffalo first-round picks in the next two drafts.	False	train
wikipedia_random123676_Orchard, Nebraska_39	About 11.7% of families and 16.3% of the population were below the poverty line, including 20.3% of those under age 18 and 20.2% of those age 65 or over.	False	train
wikipedia_random30047679_State Committee of the Soviet Union_19	State Committee for Material and Technical Supply.	False	test
wikipedia_random36904332_Tiempo De Remixes_16	"Stefan Engelke - Synthesizers (""A Dónde"") Recorded and Mixed at Hansa Tonstudios & Tritonus Studios."	False	dev
wikipedia_random40488888_Sanjuana Martínez_40	La frontera del narco.	False	dev
wikipedia_random8219673_Rugby union in Peru_29	"In 1993 and 1994, three or four games were played for fun and ""old times sake""."	False	train
wikipedia_random47586262_Matthew Madge_1	He was born in Southampton and emigrated to South Australia with his parents in 1854.	False	train
wikipedia_random15167250_Ahnapee and Western Railway_6	Decker sold the company on August 1, 1906, to the Green Bay and Western Railroad (GB&W).	False	train
wikipedia_random233223_Henry Villard_64	After attending Thomas Edison's 1879 Menlo Park, New Jersey New Year's Eve demonstration of his incandescent light bulb, Villard requested that Edison install one of his lighting systems onboard Oregon Railroad and Navigation's new steamship, the Columbia.	False	test
wikipedia_random36911066_Château de Castries_4	The aqueduct, to water the garden, was built by Pierre-Paul Riquet.	False	test
wikipedia_random5274563_San Javier, Chile_20	Therefore, the commune can boast several villages with well-preserved colonial rural architecture - the criollo legacy - both in the religious as well as the civil domains.	False	train
wikipedia_random15444163_Victor Mitchell_0	Victor Mitchell (born December 12, 1965) is a businessman and former legislator in the U.S. state of Colorado.	False	train
wikipedia_random4210906_Renato Salvatori_43	Les Grands Chemins (1963) - Francis.	False	train
wikipedia_random42370_History of Belgium_424	It was this action that caused the British to enter the war, as they were still bound by the 1839 agreement to protect Belgium in the event of a war.	False	train
wikipedia_random30667442_Entropy / Send Them_28	"""in the middle of a stable with a turntable"", The 45 King - ""The 900 Number (YZ Acappella Vocal)""."	False	train
wikipedia_random37251731_Yosvani Ramos_28	1999 : Silver Medal (senior division, classical ballet, male), Nagoya International Ballet Competition, Japan.	False	train
wikipedia_random25766111_Laing Dam_0	Laing Dam is a gravity type dam located on the Buffalo River, near East London, Eastern Cape, South Africa.	False	train
wikipedia_random5992256_Edgewood Independent School District (Bexar County, Texas)_2	The district has sued the state government regarding its school financing since 1984.	False	test
wikipedia_random12401052_The Perfect Woman_29	However no film resulted.	False	test
wikipedia_random33020743_Kingwood Historic District_0	Kingwood Historic District is a national historic district located at Kingwood, Preston County, West Virginia.	False	train
wikipedia_random48972724_2016 Allan Cup_6	The other three clubs to qualify were the Stoney Creek Generals, who captured the OHA Allan Cup Hockey championship and Renwick Cup; the Shellbrook Elks, who qualified by default as the lone Senior 'AAA' club in Saskatchewan; and the Grand Falls-Windsor Cataracts, winner of the Atlantic region playoff.	False	train
wikipedia_random2799044_Thomas Ruff_12	He is often compared with other members of a prominent generation of European photographers that includes Thomas Struth, Andreas Gursky and Rineke Dijkstra.	False	dev
wikipedia_random27748345_Simona Miculescu_22	member of the Washington Women Diplomat Association, Washington DC (1995–1999).	False	train
wikipedia_random52900630_Barbara L. Nichols_12	While she served as ANA president, Nichols continued working at St. Mary's Hospital, serving as the hospital's director of inservice education, planning and implementing educational opportunities for hospital staff members.	False	train
wikipedia_random42736991_Trouble in Paradise (La Roux album)_113	William Bowerman – clash hats (track 1).	False	train
wikipedia_random23971178_Altrincham Aces_58	Soon after, there was an infamous home game with Telford Tigers.	False	train
wikipedia_random848116_Phileas Fogg_4	Together, the trio have numerous adventures in travel, only to come to an abrupt end upon arriving in Britain when Fix immediately arrests Fogg.	False	dev
wikipedia_random38690103_Andreas Gal_0	Andreas Gal was former chief technology officer at Mozilla.	False	dev
wikipedia_random2406094_Solomon Hart_56	ISBN 1-4179-7027-8.	False	train
wikipedia_random858183_Four Minute Mile_30	Robert A.A. Lowe - vocals.	False	train
wikipedia_random22091356_Pierres du Niton_10	1500–1200 BC) axes.	False	train
wikipedia_random848116_Phileas Fogg_27	Fogg was played by Pierce Brosnan in the 1989 television adaptation;.	False	dev
wikipedia_random1003926_Mark Shields_3	Previous counterparts were the late William Safire, Paul Gigot of the Wall Street Journal, and David Gergen.	False	train
wikipedia_random35779495_Air-launched cruise missile_13	Kh-20 (USSR).	False	train
wikipedia_random21698043_Shenango River Lake_1	Authorized by the Flood Control Acts of 1938, the lake is one of 16 flood control projects in the Pittsburgh District designed to prevent flooding.	False	dev
wikipedia_random53679418_Skin lightening in Ghana_10	Over time this also became a major determinant of beauty, especially among Ghanian women, and by the 1980s skin bleaching had spread throughout all socioeconomic classes of women.	False	test
wikipedia_random34005333_Straughn High School_8	NCLB Status: Passed AYP Chorus.	False	dev
wikipedia_random740560_Avenger (pulp-magazine character)_119	Volume IV.	False	test
wikipedia_random20780721_Yes and no_113	ba da and ba nu).	False	train
wikipedia_random33995768_Vallentinia gabriellae_27	The smallest polyps that form, under 1 millimetre (0.04 in) long, have 2 tentacles while older, larger ones have 3 to 5.	False	train
wikipedia_random2590651_Gilt-edged securities_44	The largest, War Loan, was issued in the early 20th century.	False	dev
wikipedia_random41735410_B&O Railroad Headquarters Building_8	"The building's beauty and elegance of its marbled lobbies, ornate stairs and Tiffany stained-glass windows became an instant landmark in downtown Baltimore and it symbolized the power and prestige of America's largest and oldest railroad."""	False	test
wikipedia_random20842678_Tropical Depression Five-E (2008)_4	The wave entered the Eastern Pacific on July 2 after passing through Central America.	False	dev
wikipedia_random33178041_Tamily Weissman_5	Together with Dr. Jeff Lichtman, Dr. Jean Livet, and others at Harvard University she helped develop the 'Brainbow' transgenic mouse line.	False	test
wikipedia_random558216_Restriction of Hazardous Substances Directive_74	Polybrominated biphenyls and diphenyl Ethers/Oxides are used primarily as flame retardants.	False	train
wikipedia_random38657397_Niels Trolle_10	He became a member of the Admiralty Court in Bremerholm in 1639.	False	test
wikipedia_random6013850_Personality – One Was a Spider, One Was a Bird_25	"""Don't Say"" (Steele, Andrew Klippel, Jessica Origliasso, Lisa Origliasso) – 3:06."	False	test
wikipedia_random2054117_Greek People's Liberation Army_98	Panos Tzavelas.	False	test
wikipedia_random563775_Mildura_82	However, in August 2014, the project was abandoned by Silex, due to lack of commitment to renewable energy by the Abbott government, with plans to scrap the praised Renewable Energy Target (RET) in Australia cited as one of the main reasons for the abandonment of the project.	False	train
wikipedia_random14850733_Kajal Aggarwal_12	She made a comeback to Bollywood with Singham (2011) which was a blockbuster, while another film Special 26 (2013) was also declared a box-office success.	False	train
wikipedia_random27193281_Troy Brown (footballer)_10	Brown made his Rotherham United debut in the opening game of the season, as they beat Oxford United 1–0 at Don Valley Stadium.	False	train
wikipedia_random2677803_Barbary Coast, San Francisco_39	In the latter half of the 19th century, San Francisco saw administrative graft, boss politics, and a persistent lawlessness.	False	dev
wikipedia_random107769_Carmel-by-the-Sea, California_132	Belgian hares, hens and the fruit of their wombs, squabs and goldfish, 'keep a bee,' raid mussel reefs, and cultivate a taste for rice – not to mention cold water and 'just one girl.'	False	train
wikipedia_random9358398_Who's Your New Professor_9	"""Neighbor To Neighbor"" – 1:35."	False	train
wikipedia_random486377_Eric Ambler_118	): Über Eric Ambler.	False	test
wikipedia_random1399048_Hovis_23	Hovis Ltd. published a series of map books which included advertisements for their products.	False	train
wikipedia_random3280552_Brian Stack_56	"Conan frequently expresses his contempt for this character, making comments such as ""Hate that guy"" or ""Easily my least favorite person""."	False	train
wikipedia_random6570801_Susan Ann Sulley_4	The girls' distinctive vocals rapidly became a signature of the new Human League, changing the band's style, its appeal to the mainstream public, and to its subsequent commercial success.	False	dev
wikipedia_random25514273_Adnan Babajić_26	"YU grupa — ""Dunavom još šibaju vetrovi"" with YU grupa (Semifinal)."	False	train
wikipedia_random1684758_Nielsen–Thurston classification_12	A reducible homeomorphism g can be further analyzed by cutting the surface along the preserved union of simple closed curves Γ.	False	train
wikipedia_random31790370_Johann Fauveau_4	Fauveau's grandfather, who was friends with Perez and a boxing fan, got him into martial arts at an early age and he began training in karate initially before switching to boxing and Muay Thai.	False	train
wikipedia_random343885_Latastia_6	Eyes with movable lids.	False	train
wikipedia_random47645926_Dusty Wolfe_0	Dusty Wolfe (born Barry Dale Wolfe on July 18, 1962), occasionally billed as Dale Wolfe and occasionally appearing as Doink the Clown, is an American retired professional wrestler who debuted on July 5, 1982 in San Antonio, Texas.	False	test
wikipedia_random342556_They Live_99	Factory released a Collector's Edition of the film on both DVD and Blu-ray.	False	train
wikipedia_random46700568_Temple Stay_41	The ceremony continues with a re-affirmation of the refuge we take in the various Buddhas, Bodhisattvas and generations of Seon Patriarchs.	False	train
wikipedia_random659818_Lappeenranta University of Technology_45	Constance E. Helfat, Tuck School of Business (2014) Viljo Immonen, 1969 – 1970.	False	dev
wikipedia_random34654057_Exeter (1792 EIC ship)_13	For her last two it was Andrew Timbrell.	False	test
wikipedia_random2901848_Ernest Buckmaster_6	Part of his duties took him to Singapore .	False	train
wikipedia_random910733_Chilkoot Trail_123	flour.	False	train
wikipedia_random40132481_Cornelis Christiaan Berg_3	From 1959 to 1966 he worked at some colleges and from 1960 to 1986 held several positions at the University of Utrecht.	False	train
wikipedia_random5250724_Dear Frustrated Superstar_1	Following its release in August 2001, the album peaked at UK #82, but officially did not chart as the official UK Albums Chart lists only the Top 75 sellers.	False	dev
wikipedia_random44333544_Family Drive-In Theatre_24	Family Drive-In frequently sells-out and has to turn away many people.	False	train
wikipedia_random7152719_David Oliver (hurdler)_46	He graduated from Denver East High School in Colorado, in 2000.	False	train
wikipedia_random14482213_Richmond Vampire_16	He died later at Grace Hospital and was buried at Hollywood Cemetery.	False	train
wikipedia_random44868989_Brahe Church_4	Ströja Church was built in the 12th century and was then the royal church.	False	train
wikipedia_random2896714_Villabuena de Álava/Eskuernaga_21	The top storey, facing the square, features the coat of arms of Castilla León.	False	train
wikipedia_random5734284_Michael E. Arth_142	"As George Carlin once said, ""I haven't voted since I stopped taking drugs."	False	train
wikipedia_random43051643_Tromsø Burial_6	The two brooches are typically Scandinavian in design, but the patterned millefiori glass beads were imported from the Frankish kingdoms.	False	dev
wikipedia_random48129141_Sangamnagar_1	It is located in the Vikramgad taluka.	False	train
wikipedia_random30860276_ZOX_6	In 2005, ZOX released a second album titled The Wait, which was listed on the Billboard Magazine Internet Album Charts in 7th position between The Black Eyed Peas and Coldplay.	False	train
wikipedia_random598459_Greg Kinnear_22	In 2003, he starred in the comedy Stuck On You, with Matt Damon as a conjoined twin who pursues his dream of becoming a Hollywood actor in spite of his joined brother's desire for a different kind of life.	False	dev
wikipedia_random6302939_Leschea_5	In 1995 she sang background vocals on Masta Ace's album, Sittin on Chrome which subsequently landed her a deal with Warner Bros. records in 1996.	False	train
wikipedia_random929452_A Very British Coup_32	This first became widespread public knowledge around 1986 with the controversy over Spycatcher, after the publication of the novel but before the broadcast of the TV version.	False	dev
wikipedia_random6473627_Kalabhavan Mani_82	O Priye (2000).	False	train
wikipedia_random16156_Jacksonville Jaguars_197	Justin Blackmon was suspended yet again for violating the NFL's Policy and Program for Substances of Abuse in July.	False	train
wikipedia_random8729436_Goodbye Blue Sky (album)_18	"""Golden Rings"" – 4:17."	False	train
wikipedia_random125762_Ogdensburg, New Jersey_75	Students can also attend Sussex County Technical School in Sparta Township, which is open to students from all of the county.	False	dev
wikipedia_random10232749_Roystonea dunlapiana_13	hondurensis (now synonymised with typical R. regia) was the first record of Roystonea species native to Central America.	False	train
wikipedia_random4695_Bankruptcy_185	Banks have such a priority.	False	train
wikipedia_random11662079_Lights (Archive album)_0	Lights is the fifth album by British trip hop progressive and alternative group Archive, released in 2006.	False	train
wikipedia_random2513630_Cyborg (film)_4	Cyborg was followed by sequels Cyborg 2 and Cyborg 3: The Recycler.	False	dev
wikipedia_random43358469_Arbab Mohammad Sardar_47	Peshawar 1962-74-75-80-82-83.	False	test
wikipedia_random34417534_Chautariya Pushkar Shah_42	He was made the Prime Minister of Nepal by King Rajendra against the will of his Queen Rajya Laxmi.	False	train
wikipedia_random20058103_Iowa Highway 202_9	No changes to the route have occurred since its designation.	False	test
wikipedia_random12353105_Haleigh Poutre_10	Physicians also noted a number of other injuries including broken teeth, numerous contusions and lacerations on Haleigh's body, as well as several burns in various stages of healing.	False	test
wikipedia_random869379_All Metal Products Company_10	"The company survived by producing wooden toys and die-cut cardboard ""build your own"" play sets during the war."	False	dev
wikipedia_random17340634_Arthur Luther Whitaker_17	Here he started work for the American Baptist Churches of Massachusetts as an associate minister stationed at the Tremont Temple.	False	dev
