rev_id	comment	is_toxic	split
wikipedia53179_Boeing B-29 Superfortress_2	The B-29 Miss Marilyn Gay, which flew 27 successful bombing missions mainly over Japan during the Second World War, and five POW relief missions is displayed at Dobbins Air Reserve Base in Georgia.	False	train
wikipedia12836891_José Galisteo_0	Enola Gay (Orchestral Manoeuvres in the Dark cover).	False	train
wikipedia47843292_Khush: South Asian Lesbian and Gay Association_19	The goal was to promote understanding of South Asian culture and values within the overarching lesbian and gay South Asian communities.	False	dev
wikipedia21113485_Family Gay_12	"""Family Gay"" makes two references to musicals."	False	dev
wikipedia19939766_Midge Costanza_1	"Costanza caused controversy when she invited fourteen National Gay Task Force leaders and gay rights activists to the White House at the height of Anita Bryant's homophobic ""Save Our Children"" campaign."	False	dev
wikipedia41131721_Transgender inequality_117	"During this time the gay and lesbian community frequently referred to their organizations as defending the interests of and ""serving the needs of all gay Americans""."	False	train
wikipedia14556509_Conservative Judaism and sexual orientation_25	Rabbis Myron Geller, Robert Fine, and David Fine wrote a dissent arguing for complete abolition of strictures against homosexual conduct, and explicit recognition of same-sex religious commitment ceremonies, on grounds that strictures were no longer socially relevant and religious support was now socially required.	False	train
wikipedia64004_Apt Pupil (film)_2	"In the journal Body & Society he wrote, ""The ways in which the accusation that the director and other crew members identified as gay is seen to collapse gay identity into gay sexual behaviour, but the wholesale collapse of nudity into sexuality."""	False	dev
wikipedia18236541_Wide Awake (novel)_2	Abraham Stein — the gay Jewish candidate for President of the United States.	False	test
wikipedia7579832_Sons of Butcher (TV series)_0	A muscle bound, obviously gay French-Canadian man who occasionally appears as a friend to the Butchers.	False	train
wikipedia276949_Sexual identity_0	For example, gay, lesbian, and bisexual people may not openly identify as such in a homophobic/heterosexist setting or in areas whose record on LGBT rights is poor.	False	test
wikipedia31595608_Social tuning_1	In one experiment, automatic homophobic attitudes manifest in the participant after an interaction with an evidently gay experimenter, but only for subjects who do not have gay friends.	False	test
wikipedia102559_Gay panic defense_33	In 1995, one of the highest-profile cases to make use of the gay panic defense was the Michigan trial of Jonathan Schmitz, who killed his friend Scott Amedure after learning, during a taping of The Jenny Jones Show, that Amedure was sexually attracted to him.	False	train
wikipedia30514539_Zoe Dunning_0	Maria Zoe Dunning is a U. S. Naval Academy graduate and gay rights activist.	False	test
wikipedia31343069_Clarence Hathaway_0	"Doyen of historians of American communism Theodore Draper said of Hathaway, ""his personality was gay, warm, and slightly unstable."""	False	train
wikipedia33078410_Gay City Health Project_2	In 2007 Gay City became a research partner for the Seattle branch of the HIV Vaccine Trials Network.	False	train
wikipedia33813692_Doug Ischar_1	Ischar's early work, the documentary photographs collected in the series Marginal Waters (1985) and Honor Among (1987), participated in then-contemporary debates around gender and representation, with a particular emphasis on problems of masculinity in American gay male culture.	False	train
wikipedia1032130_Edward Shanks_1	"The Enchanted Village (1933)(A sequel ""Queer Street"", however, this one more uncommon)."	False	train
wikipedia1742594_LGBT history in Singapore_60	Notable IRC channels which fostered gay forums included #GAM, #SGBOY & #GSG.	False	dev
wikipedia23790397_Oliver Fish and Kyle Lewis_2	Layla wonders for the first time if Oliver may be gay.	False	train
wikipedia19049979_Environment and sexual orientation_15	"Twenty-two percent of lesbian women in contrast to 1% of heterosexual women reported homosexual molestation""."	False	train
wikipedia276931_Garbage (band)_3	During the 20 Years Queer tour, Vig announced that mixing of the new album would be finished by February 1, 2016, and that it would be promoted by a world tour beginning in the summer.	False	dev
wikipedia1259185_Jonathan David Katz_4	Katz co-founded Queer Nation San Francisco.	False	dev
wikipedia2193854_Fin Tutuola_1	"The investigation, which first focused on Ken, takes a new turn when DNA evidence shows that Ken's cousin Darius Parker (Chris ""Ludacris"" Bridges) is not only the murderer but also Ken's older half-brother, who had been abandoned by his mother — Tutuola's ex-wife Teresa Randall (Lisa Gay Hamilton)."	False	train
wikipedia6266354_George Nader_2	"Although Nader was not openly gay during his film career, he generally didn't feign relationships with women to conceal it, instead deflecting that he hadn't met ""the right one""."	False	dev
wikipedia31920753_The Commitment: Love, Sex, Marriage, and My Family_5	"Heather Lee Schroeder of The Capital Times noted, ""Savage's often raunchy advice columns might seem at odds with this self-revelatory memoir that explores gay marriage and the meaning of family through Savage's own attempts to marry his longtime partner."""	False	train
wikipedia3510770_LGBT rights in the United States_41	In February 1976, Carter said he opposed discrimination on the basis of sexual orientation, but in June 1976 he withdrew his support of a gay rights plank in the Democratic Party platform.	False	train
wikipedia20827623_Shifting Gears: A Bisexual Transmission_9	"Another ""Fleshbot"" author approved of the ""fabulously perverse"" film because it ""gets the gays to try something new"" and described the film's plot of gay men having sex with woman as ""perverse hotness"", making the point that gay men ""chuckle every time we see the pendulum swinging the other way"" if straight men try homosexual sex, so there is nothing wrong with gay men trying heterosexual sex."	False	dev
wikipedia10330154_Misty Woods_0	The Ju Ju Babies were characterised by their deliberately poor quality sound and lyrics, and by their unusual clothing, with Woods generally appearing on stage wearing clothing made from bin liners and hazard tape, a style later copied by a number of other female and transvestite performers on the London club, gay and goth music scenes.	False	test
wikipedia3755901_Another Gay Movie_9	"Arriving during the heyday of Project Runway and The Ellen DeGeneres Show, the film came as both confirmation of gay people's mainstream status and a built-in corrective to it."""	False	train
wikipedia947704_Gay Liberation Front_9	And in commemoration, Gay Pride marches are held every year on the anniversary of the riot.	False	test
wikipedia53397531_10th AVN Awards_7	Best Non-Sexual Performance, Gay Video: Kenneth Weyerhaeuser, Kiss-Off.	False	train
wikipedia4080192_Chrissie Williams_0	Dan comes out gay on his and Chrissie's wedding day, humiliating her.	False	train
wikipedia37664370_Let My People Go! (2011 film)_0	"Ruben is a French-Jewish gay mailman is living in fairytale Finland (where he got his MA in ""Comparative Sauna Cultures"") with his gorgeous Nordic boyfriend."	False	train
wikipedia4562908_Dennis Zine_0	"The Los Angeles Times reported ""He said he did so because he's tired of the 'gridlock' of partisan politics and because his liberal positions on gay marriage and other social issues are out of line with traditional Republican views."""	False	train
wikipedia497566_Euphuism_0	"""How frantic are those lovers which are carried away with the gay glistering of the fine face?"	False	train
wikipedia49525234_Transgender representation in hip hop music_9	And 'gay' just means you're stupid.	False	train
wikipedia40116327_Yeti: A Love Story_1	According to writer Jim Martin, the movie is set years after the first movie, in a gay underground nightclub in Los Angeles.	False	train
wikipedia31600400_Taiga Ishikawa_2	A graduate of the Meiji Gakuin University School of Law and a native of Sugamo, he previously served as a secretary to SDP chair Mizuho Fukushima, and founded the gay male support organization Peer Friends in 2004.	False	train
wikipedia14227349_Christian Clarke_12	Everybody learned lessons from that [gay kiss] as to how to tell this story... so as not to offend people, not to be gratuitous and not to let something like a kiss be something that overshadows the story we're trying to tell.	False	test
wikipedia29719521_History of violence against LGBT people in the United States_40	February 2, 2006 – 18-year-old Jacob D. Robida entered a bar in New Bedford, Massachusetts, confirmed that it was a gay bar, and then attacked patrons with a hatchet and a handgun, wounding three.	False	train
wikipedia38406478_Delhi Queer Pride Parade_6	The fifth Delhi Queer Pride was held on November 25, 2012, followed by a picnic near India Gate.	False	dev
wikipedia36992263_CIND-FM_0	In 2015, former CBC Radio 3 host Lana Gay joined the station, while in early 2016, Bailey departed for reasons unknown.	False	train
wikipedia43797_Violence against LGBT people_51	"Mark Russell, Chief Executive of Church Army, expressed outrage over their resistance, stating ""Quite honestly [refusal to condemn violence against gay people in their home countries] is disgraceful, it sullies their cause, and is totally un-Christian."	False	train
wikipedia9586182_Word Is Out: Stories of Some of Our Lives_15	Both the restoration and the DVD release were funded by gay activist and philanthropist David Bohnett, via his David Bohnett Foundation.	False	dev
wikipedia50995449_Daniel Gay House_3	In 1937 the house was given by Lucia Gay for use by the Belcher Library Association.	False	test
wikipedia2331852_Fag stag_0	Fag stag and fruit fly are slang terms for a heterosexual man who either enjoys, prefers the company of (or simply has numerous friends who are), gay or bisexual people.	False	train
wikipedia583726_Larry Kramer_41	"Kramer's rejected proposal read: ""Yale is to use this money solely for 1) the study of and/or instruction in gay male literature, by which I mean courses to study gay male writers throughout history or the teaching to gay male students of writing about their heritage and their experience."	False	dev
wikipedia142814_Queen Pen_1	She also added that if she told the press she was straight, she would be viewed as a liar; in turn, if she were to say she was gay, she would be viewed as someone trying to get publicity.	False	train
wikipedia6553189_LGBT rights in Japan_11	In 2011, Taiga Ishikawa became the first openly gay candidate elected to office in Japan, specifically as the representative for the local assembly for Toshima Ward.	False	train
wikipedia41303503_Nancy Wechsler_2	In 1973, while serving on the council, Wechsler came out as a lesbian and DeGrieck as a gay man in response to an anti-LGBT incident at a local restaurant.	False	train
wikipedia1631590_Scott Pilgrim_0	The series begins by introducing Scott Pilgrim, a 23-year-old Canadian slacker living in Toronto with his gay roommate Wallace Wells.	False	train
wikipedia5468312_William Armstrong Percy III_1	He taught from 1968 at the University of Massachusetts Boston, and started publishing in gay studies in 1985.	False	train
wikipedia26887827_Fred Karger_12	Bolthouse Farms settled after it made large donations to gay organizations and promised to attain a 100% on HRC’s Corporate Equality Index.	False	dev
wikipedia42253527_Ester Martin Bergsmark_0	The film has won ten awards, including the Tiger Award, 43rd Rotterdam International Film Festival, the Grand Jury Award in Outfest Los Angeles LGBT Film Festival or Best Film and Best Performance for Saga Becker in the Lisbon International Queer Film Festival.	False	train
wikipedia4722144_Betty Berzon_10	Berzon also served on the boards of many gay organizations, including the LA Gay and Lesbian Center (1972-1975), the Whtman-Radclyffe Foundation (1976-1977), the Gay Academic Union (1977-1979), the National Gay Rights Advocates (1979-1984), and the Gay and Lesbian Adolescent Social Services (1984-1994).	False	dev
wikipedia46627327_Peoples' Democratic Congress_0	Kaos Gay and Lesbian Cultural Research and Solidarity Association (KAOS GL).	False	train
wikipedia17238691_Guyana_0	Homosexual acts are illegal in Guyana.	False	train
wikipedia4187217_Homicide: Life on the Street (season 1)_1	Several other notable actors made guest appearances throughout the first season of Homicide, including Gwen Verdon, Luis Guzmán, Paul Schulze, Walt MacPherson, Bai Ling, Lisa Gay Hamilton, Steve Harris, Alexander Chaplin, N'Bushe Wright, and Baltimore filmmaker John Waters.	False	train
wikipedia4335_Batman_6	He also identifies a homophobic element to the vigor with which mainstream fandom rejects the possibility of a gay reading of the character.	False	train
wikipedia40424284_Jim Ranchino_0	"The article was published at the height of Anita Bryant's ""Save the Children"" campaign against homosexual rights in Miami, Florida."	False	train
wikipedia53897255_The Revival: Women and the Word_5	The host, a queer black woman, Jade Foster, dreamed of building a safe space where queer women and allies could celebrate being black, women, and carriers of the word.	False	test
wikipedia17180190_Baltimore Steam Packet Company_0	The company relocated to a pier on Pratt Street at the foot of Gay Street, where it remained until it went out of business in 1962.	False	test
wikipedia14970984_Øystein Mæland_0	Mæland is openly gay, and is married to psychotherapist and relationship counsellor Rolf Nicolay Aspestrand.	False	train
wikipedia19701413_Think Before You Speak (campaign)_12	The campaign encourages students to get involved by starting a Gay-Straight Alliance, educating their peers, and working to create a safer environment for LGBT students.	False	train
wikipedia312075_Family Research Council_3	"In February 2010, Family Research Council's Senior Researcher for Policy Studies, Peter Sprigg, stated on NBC's Hardball that gay behavior should be outlawed and that ""criminal sanctions against homosexual behavior"" should be enforced."	False	dev
wikipedia25902285_Wendy Toye_0	Gay Rosalinda (Palace Theatre) 1945-48.	False	test
wikipedia51614_Biology and sexual orientation_4	found that the gay men had more gay male uncles and cousins on the maternal side of the family than on the paternal side.	False	train
wikipedia29719521_History of violence against LGBT people in the United States_7	June 24, 1973 – An arsonist burned the Upstairs Lounge, a gay bar in New Orleans, killing 32 people.	False	train
wikipedia43146275_LGBT in the Middle East_0	Lesbian, gay, bisexual and transgender citizens generally enjoy limited or highly restrictive rights in parts of the Middle East, and open hostility in others.	False	test
wikipedia14556509_Conservative Judaism and sexual orientation_21	Promiscuity is not acceptable for either homosexual or heterosexual relationships.	False	train
wikipedia41798239_William Laud_0	Historians believe Laud had homosexual leanings, which he nevertheless seems to have managed discreetly.	False	test
wikipedia2216448_Jason Ricci_5	"Ricci's openness with being gay has occasionally been a difficult issue in the traditionally conservative blues world, as he's been ""disinvited"" from a number of venues and events."	False	train
wikipedia4727758_Vladimir Luxuria_7	She used her prominence in Italian politics once elected as a platform for advocating gay rights.	False	train
wikipedia27633728_Yotam Ottolenghi_1	In an article on coming out as a gay parent, he discussed how important he thinks it is for surrogacy to be an option more widely available to those who cannot conceive naturally.	False	train
wikipedia204636_Thomas M. Disch_0	At the age of 18, a penniless, friendless, gay teenager, he attempted suicide by gas oven, but survived.	False	train
wikipedia331538_Anita Bryant_4	However, the success of Bryant's campaign galvanized her opponents, and the gay community retaliated against her by organizing a boycott of orange juice.	False	train
wikipedia2572892_The Lonely Island_0	"""We wanted to show just how ridiculous it is that spring break behavior is considered normal and gay marriage is insane when it's actually the opposite,"" said Schaffer."	False	train
wikipedia8643472_Michaela McQueen_0	Sonny and Michaela eventually sleep together, but he soon moves away from Hollyoaks, which left her devastated, but more bad news for her, as she discover that her older brother John-Paul was gay, and didn't accepted him first, but later she did.	False	train
wikipedia13299807_Bruce Kiskaddon_0	Everybody there was sociable and gay.	False	dev
wikipedia29383_Stonewall riots_13	"Cities performed ""sweeps"" to rid neighborhoods, parks, bars, and beaches of gay people."	False	train
wikipedia352944_Heatmiser_3	Elliott Smith repeatedly denied this in interviews or that he was even gay.	False	train
wikipedia36301469_Lance Powell (Brookside)_8	"Lance does not ""bang on about being gay [...] he's just gay and, if you don't like it, tough."""	False	train
wikipedia50156026_D'Lo_2	"as a thinking queer person with respect to sexism and misogyny in the world?"""	False	train
wikipedia2046760_Cicisbeo_0	The cicisbeo was better tolerated if he was known to be homosexual.	False	train
wikipedia39402335_MiFinder_0	The app's filters mean that a user who identifies with several groups, such as a black gay Christian or a Jewish, disabled male etc.	False	train
wikipedia22306938_John Kenrick (theatre writer)_0	He served as Associate Producer for the Celebration '86 Gay Arts Festival.	False	train
wikipedia9927899_I Wish I Was Queer So I Could Get Chicks_0	"""I Wish I Was Queer So I Could Get Chicks"" is the fourth single from The Bloodhound Gang's 1996 (re-released in 1998) album One Fierce Beer Coaster."	False	dev
wikipedia22929317_John Kennedy O'Connor_1	He reported for Sky News on the gay march held on 17 May 2009 in the Russian capital.	False	train
wikipedia43722800_LGBT culture in San Francisco_58	In the following activities, they ran the HIV program for queer people, especially queer people of color.	False	train
wikipedia31446164_Her Greatest Hits (Jo Stafford album)_0	When Our Hearts Were Young and Gay.	False	train
wikipedia52540122_Bryan W. Van Norden_1	“Confucius on Gay Marriage,” The Diplomat, July 13, 2015, 1,400 words, http://thediplomat.com/2015/07/confucius-on-gay-marriage/ .	False	train
wikipedia14890466_Media portrayal of lesbianism_15	Andrea Gibson, who gained fame in 2006 for her performances in multiple poetry slams, is a queer activist poet, who is open about her sexual identity and write often about her challenges and experiences as queer person in her poems.	False	test
wikipedia240046_Butch and femme_20	The dismissal of femmes as illegitimate or invisible also happens within the queer community itself, which creates the push for femmes to self-advocate as an empowered identity not inherently tied to butches.	False	train
wikipedia44156658_Amy Sueyoshi_8	“Reconsidering Race, Nation, and Sexuality in the Affairs of Yone Noguchi: Conversations with Queer Compulsions Author Amy Sueyoshi.” Roundtable at annual meeting of Association for Asian American Studies, Washington, D.C., 2012.	False	dev
wikipedia14185978_LGBT rights in Taiwan_9	One of the most prominent writers is Pai Hsien-yung, who introduced gay characters in his novels, the most famous being Crystal Boys.	False	train
wikipedia37574841_Joshua Boschee_1	"His campaign was opposed by a series of attack ads alleging that he was promoting a ""gay agenda,"" which were revealed to have been funded by Virginia politician and anti-LGBT activist Eugene Delgaudio through his group Public Advocate of the United States."	False	train
wikipedia2237784_Homosexuality and the Bahá'í Faith_0	This definition excludes premarital, extramarital, or homosexual intimacy from allowable Bahá'í practices.	False	train
wikipedia66936_LGBT_5	The first widely used term, homosexual, originally carried negative connotations.	False	dev
wikipedia6095374_Ed Bighead_0	"Closet Clown: After confessing his secret to Bev and the others, he finds everyone's accepting of him being a clown, although they're less than acceptive of Rocko's admission that he ""likes rainbows"" (a possible gay reference), even leading to Ed, Bev, and Dr. Hutchison chasing Rocko."	False	test
wikipedia762748_Harriet Nelson_0	She liked gay people.	False	train
wikipedia2699797_Sophie Webster_6	"In response to the revelation that former character Violet Wilson (Jenny Platt) was originally intended to be the first lesbian character in the show, an ITV insider told the News of the World in July 2008: ""Executives want to create a soap which is representative of society in 2008 and they are acutely aware they need more gay characters."""	False	train
wikipedia52320590_Sumathi Murthy_2	She and Sunil Menon have been doing an oral history project to share the stories of queer people.	False	train
wikipedia23902003_Richard Goldstein (writer born 1944)_0	He specializes in gay and lesbian issues, music, and counterculture topics.	False	test
wikipedia21378368_Bisexuality_24	LeVay's (1991) examination at autopsy of 18 homosexual men, 1 bisexual man, 16 presumably heterosexual men and 6 presumably heterosexual women found that the INAH 3 nucleus of the anterior hypothalamus of homosexual men was smaller than that of heterosexual men and closer in size of heterosexual women.	False	train
wikipedia23637736_British pop music_0	In the late 1970s and early 1980s Hi-NRG (hi energy) disco had become popular in the gay scene of American cities like New York and San Francisco with acts like Divine, and The Weather Girls.	False	dev
wikipedia89768_HIV/AIDS in the United States_4	An early theory asserted that a series of inoculations against hepatitis B that were performed in the gay community of San Francisco were tainted with HIV.	False	train
wikipedia5181779_Fred Fonseca_3	"When Josie's confused stepdaughter, Kim (Krystle Williams), approaches Fred to find out more about homosexuality, Josie accuses Fred of ""recruiting Kim to the gay cause"", and states that he should not be around young children, which deeply offends Fred."	False	train
wikipedia1255873_Le Rénovateur_0	Also in 2003, Le Rénovateur published stories about working in garment sweat shops, film censorship at the beginning of the socialist revolution, and the difficulties of being gay in Vientiane.	False	dev
wikipedia18938721_William Rehnquist_0	"Colorado had adopted an amendment to the state constitution (""Amendment 2"") that the Court majority said would have prevented any city, town, or county in the state from taking any legislative, executive, or judicial action to protect homosexual citizens from discrimination on the basis of their sexual orientation."	False	train
wikipedia31942365_The Great Gay Road (1920 film)_1	It was an adaptation of a 1910 novel The Great Gay Road by Tom Gallon which was later made as a sound film The Great Gay Road in 1931.	False	train
wikipedia1024055_Michael Ian Black_1	In addition, he starred on the TV series Reaper as a gay demon trying to destroy the devil through acts of kindness.	False	test
wikipedia27567605_David Nelson (Utah activist)_19	"Leaders of the county Gay and Lesbian Employee Association were critical of him and others who opposed the repeal, and said that he ""did not speak for GLEA.""."	False	train
wikipedia9067658_Jim Provenzano_5	In 2003, Provenzano published Monkey Suits, about gay cater-waiters in 1980s Manhattan, and Cyclizen (2007) about a gay bicycle messenger in 1990s New York City, which both fictionalize his experiences in AIDS activism.	False	train
wikipedia18783888_History of Kirkcaldy_2	for I ken mysel' by the queer-like smell,.	False	dev
wikipedia931402_John Rechy_0	In his novels he has written extensively about gay culture in Los Angeles and wider America, among other subject matters, and is among the pioneers of modern LGBT literature.	False	dev
wikipedia11273894_Gay Community News (Boston)_19	Starting in 1981, a regular prisoners' column was published in every edition of the Gay Community News.	False	train
wikipedia17182053_Gay & Lesbian Fund for Colorado_7	The foundation’s six Colorado program areas known as Gay & Lesbian Fund for Colorado grants are:.	False	train
wikipedia12047290_Tom Boellstorff_0	He is the winner of the Ruth Benedict Prize given by the Society of Lesbian and Gay Anthropologists.	False	train
wikipedia12244396_Madeline Davis_13	"She began writing gay/lesbian- oriented music in the mid-1960s, and in 1971 wrote and recorded the first gay anthem in the U.S., ""Stonewall Nation""."	False	test
wikipedia2950356_Bobbi Campbell_2	"While the New York Native was printing several stories about the ""gay cancer"" beginning to make its way round the city, with detailed medical writing by Dr Lawrence D. Mass, the San Francisco gay press largely ignored the nascent epidemic."	False	train
wikipedia5629531_2006 Gay Games_14	"Boyer added that CGI, ""also continued to aggressively pursue post-Gay Games revenue from DVD, photo, and merchandise sales as well as the sale of hard assets such as furniture, technology, and equipment.""."	False	train
wikipedia2677803_Barbary Coast, San Francisco_3	—Herbert Asbury, Barbary Coast 1933 Between the 1890s and 1960s, the emergence of a publicly visible transgender and gay male culture rooted in the sexually transgressive entertainments of the Barbary Coast.	False	train
wikipedia17846_Lesbian_173	"Psychiatrists and feminist philosophers write that the rise in women acknowledging same-sex relationships is due to growing social acceptance, but also concede that ""only a certain kind of lesbian—slim and elegant or butch in just the right androgynous way—is acceptable to mainstream culture""."	False	dev
wikipedia6097240_Minneapolis_0	In terms of its number of openly gay politicians, gay wedding ceremonies, pride events and gay-inclusive religious organizations relative to the size of the total population of the city, Minneapolis has one of the largest LGBTQ populations in the U.S.	False	train
wikipedia2950356_Bobbi Campbell_5	The purpose of the poster boy is to raise interest and money in a particular cause, and I do have aspirations of doing that regarding gay cancer.	False	dev
wikipedia42238_Gillian Anderson_0	Zoe is openly gay and is married to her partner.	False	dev
wikipedia54303321_Megan Rohrer_1	In college they came out as a lesbian, and became president of the Gay-Straight Alliance.	False	train
wikipedia38372578_Homosexuality in American football_0	Few American football players have come out as gay.	False	train
wikipedia5420386_Mike Mendoza_1	"Commenting on the search for Madeleine McCann, Mendoza was heard to say ""paedophiles in general are the type of people that surely would not follow football... not many gay people to the best of my knowledge are great football fans"", comparing homosexuals to paedophiles."	False	dev
wikipedia9883560_Equality California_12	"The organization's ""#TakeIt - I'm PrEP'd"" campaign aims to educate the LGBT community about the availability and efficacy of pre-exposure prophylaxis therapy (PrEP), with a special focus on gay and bisexual men and transgender women of color."	False	test
wikipedia2870095_Gateways club_8	More gay and lesbian venues opened up in central London during the 1980s and the fashion was for large gay discos.	False	test
wikipedia128386_Wadham College, Oxford_1	In 2011 it became the first Oxford college to fly the rainbow flag as part of queer week, a celebration of sexual diversity and individuality.	False	train
wikipedia1042354_Eva Gore-Booth_0	Even the title of the magazine Urania can refer to heavenly or Uranian another term for homosexual.	False	test
wikipedia3510770_LGBT rights in the United States_63	"The veteran gay rights and gay marriage activist Evan Wolfson has called these claims ""historic revisionism""."	False	dev
wikipedia897181_Bruce Bawer_27	In a 1995 Washington Post article, Jim Marks cited Bawer's observation that (in Marks's paraphrase) “it gets harder to claim that gay men and lesbians are outside mainstream culture, when so much of mainstream culture—the Mona Lisa and Moby-Dick, to use Bawer's examples—is seen as the product of gay and lesbian minds.” In a 1996 piece on gay marriage, New York Times columnist Frank Rich cited Bawer's view that there existed “a gentlemen's agreement” among Washington conservatives.	False	train
wikipedia9953200_Culture of Manchester_3	Gay Village, centred on the Canal Street area, is home to numerous shops, restaurants, bars and clubs.	False	test
wikipedia31221681_Blackstone Apartments_0	It has since been transformed into a hip, urban area for young professionals; it is known as the gay village in Seattle.	False	train
wikipedia35981740_LGBT culture in Liverpool_68	2013 (March): Liverpool's Echo Arena hosted the UK's very first National Gay Wedding Show with 200 exhibitors providing products and services from across the whole wedding market.	False	train
wikipedia35975640_People's Law Office_0	It represented activists who were arrested for direct action and civil disobedience, as well as activists from many different organizations, including student groups, the Emergency Clinic Defense Coalition (a pro-choice direct action group), Homeless on the Move for Equality, Greenpeace, Queer Nation, ADAPT (a disability rights activist group), activists protesting the lack of Latino hiring at the Chicago Transit Authority, and ACORN.	False	train
wikipedia547826_Homosexual behavior in animals_49	35% of matings during this period are homosexual.	False	test
wikipedia443138_Shinjuku Ni-chōme_3	The history of Ni-chōme as a gay neighborhood generally begins around the time of the American Occupation of Japan (1945-1952) and ties strongly to the fall of its red-light districts (akasen).	False	train
wikipedia30962197_J. Michael Durnil_0	Durnil is the former Senior Vice President and Interim President of the Gay & Lesbian Alliance Against Defamation (GLAAD), and the former Executive Vice President for Governmental Affairs & University Outreach and Assistant Secretary to the Board of Trustees at Roosevelt University in Chicago, Illinois.	False	train
wikipedia4294717_High School Confidential (Rough Trade song)_0	"In a 2000 interview with Eye Weekly, Pope confirmed that while she intended the lyric from her own perspective as a lesbian, the ambiguity was intentional: ""The general public didn't get that I was gay – if you were gay you did – and when I wrote love songs, I wanted them to be interpreted however."	False	train
wikipedia14661340_Sexual revolution in 1960s United States_24	Moreover, gay life after 'Stonewall' was just as varied and complex as it was before.	False	train
wikipedia19174709_Hod (organization)_0	... to initiate a public dialogue in the religious community, among its leaders, its rabbis, encompassing both the Halakhic and social scopes, in order to obtain recognition of religious gay men as a part of the religious community which cannot be neglected anymore.	False	test
wikipedia29719521_History of violence against LGBT people in the United States_25	"His dismembered remains were found in March 2000, with the phrase ""gay nigger number one"" scrawled on his skull along with his social security number."	False	dev
wikipedia22705165_Tamsin Wilton_5	She saw herself as having a distinctly lesbian perspective on the issues she researched in a way that challenged the assumptions of colleagues and gay men, particularly in relation to gendered behaviour.	False	train
wikipedia412103_Mark Kirk_0	"Rep. Duckworth lied about her legal troubles, was unable to defend her failures at the VA and then falsely attacked Senator Kirk over his record on supporting gay rights."""	False	train
wikipedia26214002_Matthias Frings_0	In 1974, Frings was a founding member of the gay student group Aachener Printenschwestern.	False	dev
wikipedia43797_Violence against LGBT people_28	In 1988, Texas Judge Jack Hampton gave a man 30 years for killing two gay men, instead of the life sentence requested by the prosecutor.	False	test
wikipedia11797994_Frederic Austin_0	He is best remembered for his restoration and production of The Beggar's Opera by John Gay and Johann Christoph Pepusch, and its sequel, Polly, in 1920–23.	False	train
wikipedia7758888_You Belong to My Heart_0	"Tito Guizar sang the song in the Roy Rogers film ""The Gay Ranchero"" (1948), while Ezio Pinza performed a version mixing Lara's and Gilbert's lyrics in ""Mr. Imperium"" (1951), with Lana Turner and the Guadalajara Trio."	False	dev
wikipedia2360057_Porno, Mint & Grime_0	"The song ""This is Love"" appears on the soundtrack for Another Gay Movie."	False	train
wikipedia292768_Christian Democratic Party (Norway)_1	The party maintains neutrality on the issue of gay clergy, calling that an issue for the church.	False	train
wikipedia9656385_Lamb (1985 film)_0	Michael gets a job, leaving Owen at the squat, but returns to find that Haddock, who he knows is gay, is in his dressing gown, has his arm around the boy's shoulders and has been letting Owen smoke pot.	False	train
wikipedia6047998_Sexual Ecology_85	For the first time since the publication in 1987 of ''And The Band Played On'' by Randy Shilts, there is open debate among homosexuals about promiscuity's role in AIDS.” The article cited Michael Warner as arguing that, “….promiscuous sex is the essence of gay liberation, and that any attempt to fight AIDS by changing the culture is doomed.	False	train
wikipedia43349864_Ezra Nawi_6	"""Gay senator David Norris quits Irish presidency bid""."	False	dev
wikipedia3523509_LGBT rights in the United Kingdom_41	"A poll in June 2009 conducted by Populus for The Times reported that the majority of the public supports same-sex marriage; 61% of respondents agreed that ""Gay couples should have an equal right to get married, not just to have civil partnerships""."	False	dev
wikipedia3775580_Cafe con Leche (Sunday party)_0	The demographics of the crowd consisted of both young and older gay, straight, bisexual, and transsexual peoples.	False	train
wikipedia450438_Betar_0	"In February 2006 at the University of Toronto, Tagar organized a ""Know Radical Islam Week"" featuring activist Nonie Darwish, former Sudanese slave Simon Deng, Dr. Salim Mansur (a Muslim activist speaking on gay rights in the Middle East), and presentations by Honest Reporting and Palestinian Media Watch."	False	train
wikipedia501560_Gay bar_103	"As a result of the decision, the pub is legally able to advertise as a ""gay only"" establishment, and door staff can ask people whether they are gay before allowing them inside, and can turn away non-gay people."	False	test
wikipedia15308_Ian McKellen_8	I have been reluctant to lobby on other issues I most care about – nuclear weapons (against), religion (atheist), capital punishment (anti), AIDS (fund-raiser) because I never want to be forever spouting, diluting the impact of addressing my most urgent concern; legal and social equality for gay people worldwide.	False	test
wikipedia20238168_14th Dalai Lama_0	"In his discussions of the traditional Buddhist view on appropriate sexual behavior, he explains the concept of ""right organ in the right object at the right time,"" which historically has been interpreted as indicating that oral, manual and anal sex (both homosexual and heterosexual) are not appropriate in Buddhism or for Buddhists."	False	train
wikipedia43616216_Veer!_3	It was only after the strong reaction the film received from the New York crowd that Barry and co-writer Gay decided to expand the idea into a feature-length film.	False	train
wikipedia355853_Rocco Siffredi_0	His performance in this role was followed by a part specifically written for him by the same director in her 2003 film Anatomie de L'enfer (Anatomy of Hell), in which he played a gay man who became sexually involved with a woman.	False	train
